runs,xPosInd,zPosInd,uStar,z0,disp,id,A,C,WS,delT,xPos,zPos,blockType,uStarNorm,uStar_2,z0_2,u10_2,uScaling
2532,1.0,3.0,0.3659756465595212,1.2169506295831822,0.0,2.0,45.0,2.0,2.0,5.0,1.0,3.0,Bx,0.1829878232797606,0.33645482092452084,0.366,2.7143755593523586,1.3571877796761793
2532,2.0,0.0,0.3591947694884682,1.173858893283085,0.0,2.0,45.0,2.0,2.0,5.0,2.0,0.0,Bz,0.1795973847442341,0.3310553169467322,0.366,2.670814639078836,1.335407319539418
2532,2.0,1.0,0.30463617037478247,1.1632427043679254,0.0,1.0,45.0,2.0,2.0,5.0,2.0,1.0,Bz,0.15231808518739123,0.2809494715313034,0.366,2.2665818157755298,1.1332909078877649
2532,2.0,2.0,0.2771318950290943,0.9879868128588197,0.0,0.0,45.0,2.0,2.0,5.0,2.0,2.0,B,0.13856594751454715,0.25852205953879465,0.366,2.0856469169837286,1.0428234584918643
2532,2.0,3.0,0.3175722375683947,0.8642543727340543,0.6258769417411022,3.0,45.0,2.0,2.0,5.0,2.0,3.0,B,0.15878611878419735,0.2990344984024415,0.366,2.412484183274257,1.2062420916371286
2532,3.0,0.0,0.3371099769350782,1.0789525747212694,0.0,3.0,45.0,2.0,2.0,5.0,3.0,0.0,Bz,0.1685549884675391,0.31253964674570717,0.366,2.5214380228645425,1.2607190114322713
2532,3.0,1.0,0.3615807316506643,1.1704755696667408,0.0,2.0,45.0,2.0,2.0,5.0,3.0,1.0,Bz,0.18079036582533214,0.33332170177214127,0.366,2.689098875759628,1.344549437879814
2532,3.0,2.0,0.33564766042823163,1.4268562250301629,0.0,1.0,45.0,2.0,2.0,5.0,3.0,2.0,B,0.16782383021411582,0.3051551370297649,0.366,2.461862913684429,1.2309314568422145
2532,3.0,3.0,0.28725831444743566,1.0895025554611348,0.0,0.0,45.0,2.0,2.0,5.0,3.0,3.0,B,0.14362915722371783,0.266140094087148,0.366,2.147106005997618,1.073553002998809
2540,0.0,0.0,0.500489096565663,0.9366364509957061,0.0,0.0,45.0,2.0,4.0,0.0,0.0,0.0,Bxz,0.12512227414141575,0.4686280960784322,0.366,3.7806937850549893,0.9451734462637473
2540,0.0,1.0,0.663006297962372,0.9031167017235806,0.5421429451329133,3.0,45.0,2.0,4.0,0.0,0.0,1.0,Bxz,0.165751574490593,0.6223852026183091,0.366,5.021141257086327,1.2552853142715819
2540,0.0,2.0,0.7377383720316638,1.1690107339623184,0.0,2.0,45.0,2.0,4.0,0.0,0.0,2.0,Bx,0.18443459300791595,0.6801406843969949,0.366,5.4870881195147145,1.3717720298786786
2540,0.0,3.0,0.5945396591746024,1.1679130971303981,0.0,1.0,45.0,2.0,4.0,0.0,0.0,3.0,Bx,0.1486349147936506,0.5481580152360442,0.366,4.4223076225547935,1.1055769056386984
2540,1.0,0.0,0.6487093458450939,1.3858242843513855,0.0,1.0,45.0,2.0,4.0,0.0,1.0,0.0,Bxz,0.16217733646127347,0.5909820076289581,0.366,4.767793527574099,1.1919483818935248
2540,1.0,1.0,0.5143599271255388,0.9730254910658103,0.0,0.0,45.0,2.0,4.0,0.0,1.0,1.0,Bxz,0.1285899817813847,0.48033264843152196,0.366,3.8751211757908,0.9687802939477
2540,1.0,2.0,0.6997610441906149,1.084167931861261,0.0,3.0,45.0,2.0,4.0,0.0,1.0,2.0,Bx,0.17494026104765373,0.6485398675658498,0.366,5.232146060351075,1.3080365150877689
2540,1.0,3.0,0.7748118017980372,1.2893991324337863,0.0,2.0,45.0,2.0,4.0,0.0,1.0,3.0,Bx,0.1937029504495093,0.7094352881862716,0.366,5.723424624748985,1.4308561561872462
2540,2.0,0.0,0.7446115977891576,1.1875795332036843,0.0,2.0,45.0,2.0,4.0,0.0,2.0,0.0,Bz,0.1861528994472894,0.6857204208618435,0.366,5.532103079461476,1.383025769865369
2540,2.0,1.0,0.5869473770292556,1.129526665535708,0.0,1.0,45.0,2.0,4.0,0.0,2.0,1.0,Bz,0.1467368442573139,0.5424254875079149,0.366,4.376060007151966,1.0940150017879915
2540,2.0,2.0,0.45634670065206295,0.7093442548237877,0.0,0.0,45.0,2.0,4.0,0.0,2.0,2.0,B,0.11408667516301574,0.4356910082001183,0.366,3.5149712547982674,0.8787428136995669
2540,2.0,3.0,0.6232424412138499,0.7318913515656289,0.8505894750852144,3.0,45.0,2.0,4.0,0.0,2.0,3.0,B,0.15581061030346247,0.5937306007080503,0.366,4.789968017022614,1.1974920042556536
2540,3.0,0.0,0.695184670521634,1.05452194124621,0.04865218833968566,3.0,45.0,2.0,4.0,0.0,3.0,0.0,Bz,0.1737961676304085,0.6455501249015098,0.366,5.208026077779453,1.3020065194448633
2540,3.0,1.0,0.7469366947313323,1.1827196487110005,0.0,2.0,45.0,2.0,4.0,0.0,3.0,1.0,Bz,0.18673417368283307,0.6880591026043938,0.366,5.550970577170793,1.3877426442926983
2540,3.0,2.0,0.652875282863882,1.4110020200968503,0.0,1.0,45.0,2.0,4.0,0.0,3.0,2.0,B,0.1632188207159705,0.5940280714066043,0.366,4.792367885128412,1.198091971282103
2540,3.0,3.0,0.5000446203082285,0.9069548623895352,0.0,0.0,45.0,2.0,4.0,0.0,3.0,3.0,B,0.12501115507705712,0.4692685381415512,0.366,3.78586060144518,0.946465150361295
2541,0.0,0.0,0.4747508316929549,0.9445321595678602,0.0,0.0,45.0,2.0,4.0,5.0,0.0,0.0,Bxz,0.11868770792323872,0.4442671867443782,0.366,3.5841602453712498,0.8960400613428124
2541,0.0,1.0,0.58347711167542,1.0112690947740206,0.2983005644988599,3.0,45.0,2.0,4.0,5.0,0.0,1.0,Bxz,0.145869277918855,0.5434090024979888,0.366,4.383994591189068,1.095998647797267
2541,0.0,2.0,0.591916470851467,1.0297444804200044,0.0,2.0,45.0,2.0,4.0,5.0,0.0,2.0,Bx,0.14797911771286676,0.550570626769553,0.366,4.441771554629753,1.1104428886574382
2541,0.0,3.0,0.4869303655315892,1.001419601902929,0.0,1.0,45.0,2.0,4.0,5.0,0.0,3.0,Bx,0.1217325913828973,0.45380304776237934,0.366,3.6610915492934772,0.9152728873233693
2541,1.0,0.0,0.5601912829184715,1.3715008947466516,0.0,1.0,45.0,2.0,4.0,5.0,1.0,0.0,Bxz,0.14004782072961788,0.5107122744831022,0.366,4.120211182912953,1.0300527957282382
2541,1.0,1.0,0.5324759048204353,1.2421528074819526,0.0,0.0,45.0,2.0,4.0,5.0,1.0,1.0,Bxz,0.13311897620510882,0.48882272126903353,0.366,3.9436155018460437,0.9859038754615109
2541,1.0,2.0,0.594822105850955,1.125133716160897,0.0,3.0,45.0,2.0,4.0,5.0,1.0,2.0,Bx,0.14870552646273874,0.5498528575848964,0.366,4.435980895643995,1.1089952239109988
2541,1.0,3.0,0.6139070866865945,1.1181208737834007,0.0,2.0,45.0,2.0,4.0,5.0,1.0,3.0,Bx,0.15347677167164864,0.5677434203590995,0.366,4.5803144088447185,1.1450786022111796
2541,2.0,0.0,0.5896342387789693,1.0393006103335358,0.0,2.0,45.0,2.0,4.0,5.0,2.0,0.0,Bz,0.1474085596947423,0.5480932925931588,0.366,4.421785467575702,1.1054463668939254
2541,2.0,1.0,0.4749828660277142,0.9999674923976697,0.0,1.0,45.0,2.0,4.0,5.0,2.0,1.0,Bz,0.11874571650692856,0.44271333941772056,0.366,3.5716244606413565,0.8929061151603391
2541,2.0,2.0,0.502543843864865,1.097991437111919,0.0,0.0,45.0,2.0,4.0,5.0,2.0,2.0,B,0.12563596096621624,0.4653457014267857,0.366,3.7542128097071075,0.9385532024267769
2541,2.0,3.0,0.5926352360052957,1.0956293000345636,0.20037893557940822,3.0,45.0,2.0,4.0,5.0,2.0,3.0,B,0.14815880900132392,0.5488512919748018,0.366,4.42790068681935,1.1069751717048375
2541,3.0,0.0,0.5878107054581374,1.0840955552812006,0.0,3.0,45.0,2.0,4.0,5.0,3.0,0.0,Bz,0.14695267636453435,0.5447866264497178,0.366,4.395108680071123,1.0987771700177809
2541,3.0,1.0,0.5477770997283294,0.7833782941790081,0.5686663555586198,2.0,45.0,2.0,4.0,5.0,3.0,1.0,Bz,0.13694427493208236,0.5193612469525778,0.366,4.189987444165939,1.0474968610414848
2541,3.0,2.0,0.5427140306594701,1.296958999248986,0.0,1.0,45.0,2.0,4.0,5.0,3.0,2.0,B,0.13567850766486753,0.49671798849882753,0.366,4.0073111871812115,1.0018277967953029
2541,3.0,3.0,0.49927879044883405,1.0948203463432034,0.0,0.0,45.0,2.0,4.0,5.0,3.0,3.0,B,0.12481969761220851,0.46241593675434084,0.366,3.7305767042719524,0.9326441760679881
2542,0.0,0.0,0.5476974927721318,1.1224860672789492,0.0,0.0,45.0,2.0,4.0,5.0,0.0,0.0,Bxz,0.13692437319303294,0.5063744234128597,0.366,4.085215230431659,1.0213038076079148
2542,0.0,1.0,0.6873658303534836,1.1928256020126897,0.0,3.0,45.0,2.0,4.0,5.0,0.0,1.0,Bxz,0.1718414575883709,0.6328069327666979,0.366,5.10521937944231,1.2763048448605776
2542,0.0,2.0,0.7292401601193013,1.1993670076988094,0.0,2.0,45.0,2.0,4.0,5.0,0.0,2.0,Bx,0.18231004002982532,0.6711005687360013,0.366,5.414156279999108,1.353539069999777
2542,0.0,3.0,0.6100127337133104,1.19761446072557,0.0,1.0,45.0,2.0,4.0,5.0,0.0,3.0,Bx,0.1525031834283276,0.5614361652922513,0.366,4.529430135725936,1.132357533931484
2542,1.0,0.0,0.6629140720221162,1.4157431443972492,0.0,1.0,45.0,2.0,4.0,5.0,1.0,0.0,Bxz,0.16572851800552904,0.6030203957478889,0.366,4.8649141644377165,1.2162285411094291
2542,1.0,1.0,0.5772200925495566,1.274957527208077,0.0,0.0,45.0,2.0,4.0,5.0,1.0,1.0,Bxz,0.14430502313738916,0.5289326985522077,0.366,4.2672058778866075,1.0668014694716519
2542,1.0,2.0,0.6663640307318376,1.1146591691766217,0.0,3.0,45.0,2.0,4.0,5.0,1.0,2.0,Bx,0.1665910076829594,0.6163895623682442,0.366,4.9727709608524195,1.2431927402131049
2542,1.0,3.0,0.7432362300549223,1.2281219304786335,0.0,2.0,45.0,2.0,4.0,5.0,1.0,3.0,Bx,0.18580905751373059,0.6828473741426365,0.366,5.508924550546171,1.3772311376365427
2542,2.0,0.0,0.705647110281442,1.113371243104038,0.0,2.0,45.0,2.0,4.0,5.0,2.0,0.0,Bz,0.1764117775703605,0.6527794039005502,0.366,5.266348851020788,1.316587212755197
2542,2.0,1.0,0.6076951612648767,1.1884788928379943,0.0,1.0,45.0,2.0,4.0,5.0,2.0,1.0,Bz,0.15192379031621916,0.5596030220616198,0.366,4.514641109465752,1.128660277366438
2542,2.0,2.0,0.5371183337168344,1.0905261908591388,0.0,0.0,45.0,2.0,4.0,5.0,2.0,2.0,B,0.1342795834292086,0.4975985722382698,0.366,4.014415365310498,1.0036038413276245
2542,2.0,3.0,0.6374706174366199,0.9354147373346187,0.5140503399110615,3.0,45.0,2.0,4.0,5.0,2.0,3.0,B,0.15936765435915498,0.5969439476750964,0.366,4.815891944779398,1.2039729861948496
2542,3.0,0.0,0.6754792739173499,1.1416874514407125,0.0,3.0,45.0,2.0,4.0,5.0,3.0,0.0,Bz,0.16886981847933746,0.6237741856870301,0.366,5.032346986532352,1.258086746633088
2542,3.0,1.0,0.7213748349781031,1.1618129306746883,0.0,2.0,45.0,2.0,4.0,5.0,3.0,1.0,Bz,0.18034370874452577,0.6653422913954203,0.366,5.367700927585679,1.3419252318964197
2542,3.0,2.0,0.6695880631440778,1.4488870481162444,0.0,1.0,45.0,2.0,4.0,5.0,3.0,2.0,B,0.16739701578601945,0.6081055423980165,0.366,4.905938982405551,1.2264847456013876
2542,3.0,3.0,0.5541708557545955,1.1625799121895017,0.0,0.0,45.0,2.0,4.0,5.0,3.0,3.0,B,0.13854271393864886,0.5111022126997425,0.366,4.123357039946589,1.0308392599866472
2550,0.0,0.0,0.28641600733596495,1.2701734425278457,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Bxz,0.14320800366798248,0.2625249294000853,0.366,2.117940382385412,1.058970191192706
2550,0.0,1.0,0.325187542473886,1.2487441100492913,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,Bxz,0.162593771236943,0.2984176006712613,0.366,2.4075073126218047,1.2037536563109024
2550,0.0,2.0,0.3178983857212857,1.495255074640831,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,Bx,0.15894919286064285,0.2880725842459299,0.366,2.3240480842212174,1.1620240421106087
2550,0.0,3.0,0.3632600152043485,1.6333031732030008,0.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,Bx,0.18163000760217424,0.3271497527099369,0.366,2.63930619440651,1.319653097203255
2550,1.0,0.0,0.24440108115124848,0.807662459025805,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,Bxz,0.12220054057562424,0.23122815076396802,0.366,1.8654511751185752,0.9327255875592876
2550,1.0,1.0,0.2775962289444099,0.7747711774421592,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,Bxz,0.13879811447220494,0.26339959091800136,0.366,2.1249967825297573,1.0624983912648787
2550,1.0,2.0,0.3400440052122709,1.8673098366611396,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,Bx,0.17002200260613545,0.3033846838047715,0.366,2.447579643943507,1.2237898219717536
2550,1.0,3.0,0.3757425444880144,1.8587797769038512,0.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,Bx,0.1878712722440072,0.3353421097505364,0.366,2.7053986750057994,1.3526993375028997
2550,2.0,0.0,0.3224233795236331,1.5678261481865625,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,Bz,0.16121168976181655,0.2912053493232146,0.366,2.3493219112854518,1.1746609556427259
2550,2.0,1.0,0.37242016052979093,1.5621576661222945,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,Bz,0.18621008026489547,0.3364465803152279,0.366,2.7143090775929433,1.3571545387964716
2550,2.0,2.0,0.26867622899484783,1.0988325482764567,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,B,0.13433811449742392,0.24877556087718194,0.366,2.0070162774118354,1.0035081387059177
2550,2.0,3.0,0.3041922705458723,1.1558075470969376,0.0,3.0,0.0,2.0,2.0,0.0,2.0,3.0,B,0.15209613527293614,0.2806660378037429,0.366,2.264295192030112,1.132147596015056
2550,3.0,0.0,0.33844962093410624,1.8399430574527011,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,Bz,0.16922481046705312,0.3022744232628875,0.366,2.4386225302629176,1.2193112651314588
2550,3.0,1.0,0.39739309620695246,1.9252003086363927,0.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,Bz,0.19869654810347623,0.3537941759105007,0.366,2.8542621606486343,1.4271310803243171
2550,3.0,2.0,0.23689690854318463,0.726422893615708,0.0,2.0,0.0,2.0,2.0,0.0,3.0,2.0,B,0.11844845427159231,0.22579785017772316,0.366,1.821641800799797,0.9108209003998985
2550,3.0,3.0,0.2646783540912858,0.7594091956446466,0.0,3.0,0.0,2.0,2.0,0.0,3.0,3.0,B,0.1323391770456429,0.2514946736536596,0.366,2.0289529322153323,1.0144764661076662
2551,0.0,0.0,0.24954607363613115,1.152051535088684,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,Bxz,0.12477303681806558,0.23029864543390827,0.366,1.8579523182341082,0.9289761591170541
2551,0.0,1.0,0.33014352173695527,1.2221163689535806,0.0,1.0,0.0,2.0,2.0,5.0,0.0,1.0,Bxz,0.16507176086847763,0.3034230548000211,0.366,2.4478892049461023,1.2239446024730511
2551,0.0,2.0,0.32586634845364726,1.5774323831620525,0.0,2.0,0.0,2.0,2.0,5.0,0.0,2.0,Bx,0.16293317422682363,0.2941891404817332,0.366,2.3733938796187917,1.1866969398093958
2551,0.0,3.0,0.34864330820033024,1.587332952811903,0.0,3.0,0.0,2.0,2.0,5.0,0.0,3.0,Bx,0.17432165410016512,0.3146141471978249,0.366,2.5381742173694115,1.2690871086847058
2551,1.0,0.0,0.2214067137982919,0.8099583542748025,0.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,Bxz,0.11070335689914595,0.2094315339890132,0.366,1.6896052660365366,0.8448026330182683
2551,1.0,1.0,0.28338421850393364,0.7665279536057238,0.0,1.0,0.0,2.0,2.0,5.0,1.0,1.0,Bxz,0.14169210925196682,0.2690929855532336,0.366,2.1709286886476638,1.0854643443238319
2551,1.0,2.0,0.3523936036522789,1.9695642207215571,0.0,2.0,0.0,2.0,2.0,5.0,1.0,2.0,Bx,0.17619680182613945,0.3132317541503429,0.366,2.5270216534346965,1.2635108267173483
2551,1.0,3.0,0.36589545643395394,1.8455200939002692,0.0,3.0,0.0,2.0,2.0,5.0,1.0,3.0,Bx,0.18294772821697697,0.32671748559536384,0.366,2.6358188456811007,1.3179094228405503
2551,2.0,0.0,0.2885136829303398,1.5372383718784188,0.0,0.0,0.0,2.0,2.0,5.0,2.0,0.0,Bz,0.1442568414651699,0.26093852640264276,0.366,2.1051419522374686,1.0525709761187343
2551,2.0,1.0,0.3837441191596822,1.5857492942185345,0.0,1.0,0.0,2.0,2.0,5.0,2.0,1.0,Bz,0.1918720595798411,0.3463131575610094,0.366,2.793908460525903,1.3969542302629514
2551,2.0,2.0,0.2743867801826495,1.1281962763886708,0.0,2.0,0.0,2.0,2.0,5.0,2.0,2.0,B,0.13719339009132475,0.25359456004225417,0.366,2.045893929746459,1.0229469648732294
2551,2.0,3.0,0.29107307521803377,1.092169047075229,0.0,3.0,0.0,2.0,2.0,5.0,2.0,3.0,B,0.14553653760901689,0.269628266637109,0.366,2.175247110620226,1.087623555310113
2551,3.0,0.0,0.3038691429407967,1.7879959228343087,0.0,0.0,0.0,2.0,2.0,5.0,3.0,0.0,Bz,0.15193457147039835,0.2719346945602754,0.366,2.193854398121258,1.096927199060629
2551,3.0,1.0,0.41050399418512445,1.9643987151278968,0.0,1.0,0.0,2.0,2.0,5.0,3.0,1.0,Bz,0.20525199709256223,0.36495136153193836,0.366,2.9442736275040367,1.4721368137520183
2551,3.0,2.0,0.23693193084382633,0.7161299001616728,0.0,2.0,0.0,2.0,2.0,5.0,3.0,2.0,B,0.11846596542191316,0.2260569392940594,0.366,1.8237320224918059,0.9118660112459029
2551,3.0,3.0,0.25213817620713674,0.7089302435392661,0.0,3.0,0.0,2.0,2.0,5.0,3.0,3.0,B,0.12606908810356837,0.24073544439680766,0.366,1.9421520094286757,0.9710760047143379
2552,0.0,0.0,0.3037685069677852,1.217335691858316,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,Bxz,0.1518842534838926,0.2792593338475596,0.366,2.252946497939725,1.1264732489698626
2552,0.0,1.0,0.36599574443282107,1.3027936600297314,0.0,1.0,0.0,2.0,2.0,5.0,0.0,1.0,Bxz,0.18299787221641053,0.33487167708077953,0.366,2.7016034226815795,1.3508017113407897
2552,0.0,2.0,0.3583779946636638,1.5187514014073487,0.0,2.0,0.0,2.0,2.0,5.0,0.0,2.0,Bx,0.1791889973318319,0.32440007247321345,0.366,2.6171229342288505,1.3085614671144252
